"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
prov_caj,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","060100, CAJAMARCA | 060200, CAJABAMBA | 060300, CELENDIN | 060400, CHOTA | 060500, CONTUMAZA | 060600, CUTERVO | 060700, HUALGAYOC | 060800, JAEN | 060900, SAN IGNACIO | 061000, SAN MARCOS | 061100, SAN MIGUEL | 061200, SAN PABLO | 061300, SANTA CRUZ",,,,,,"[dep] = '060000'",y,,,,,
dist_caj_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060101, CAJAMARCA | 060102, ASUNCION | 060103, CHETILLA | 060104, COSPAN | 060105, ENCAÑADA | 060106, JESUS | 060107, LLACANORA | 060108, LOS BAÑOS DEL INCA | 060109, MAGDALENA | 060110, MATARA | 060111, NAMORA | 060112, SAN JUAN",,,,,,"[prov_caj] = '060100'",y,,,,,
dist_caj_2,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060201, CAJABAMBA | 060202, CACHACHI | 060203, CONDEBAMBA | 060204, SITACOCHA",,,,,,"[prov_caj] = '060200'",y,,,,,
dist_caj_3,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060301, CELENDIN | 060302, CHUMUCH | 060303, CORTEGANA | 060304, HUASMIN | 060305, JORGE CHAVEZ | 060306, JOSE GALVEZ | 060307, MIGUEL IGLESIAS | 060308, OXAMARCA | 060309, SOROCHUCO | 060310, SUCRE | 060311, UTCO | 060312, LA LIBERTAD DE PALLAN",,,,,,"[prov_caj] = '060300'",y,,,,,
dist_caj_4,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060401, CHOTA | 060402, ANGUIA | 060403, CHADIN | 060404, CHIGUIRIP | 060405, CHIMBAN | 060406, CHOROPAMPA | 060407, COCHABAMBA | 060408, CONCHAN | 060409, HUAMBOS | 060410, LAJAS | 060411, LLAMA | 060412, MIRACOSTA | 060413, PACCHA | 060414, PION | 060415, QUEROCOTO | 060416, SAN JUAN DE LICUPIS | 060417, TACABAMBA | 060418, TOCMOCHE | 060419, CHALAMARCA",,,,,,"[prov_caj] = '060400'",y,,,,,
dist_caj_5,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060501, CONTUMAZA | 060502, CHILETE | 060503, CUPISNIQUE | 060504, GUZMANGO | 060505, SAN BENITO | 060506, SANTA CRUZ DE TOLED | 060507, TANTARICA | 060508, YONAN",,,,,,"[prov_caj] = '060500'",y,,,,,
dist_caj_6,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060601, CUTERVO | 060602, CALLAYUC | 060603, CHOROS | 060604, CUJILLO | 060605, LA RAMADA | 060606, PIMPINGOS | 060607, QUEROCOTILLO | 060608, SAN ANDRES DE CUTERVO | 060609, SAN JUAN DE CUTERVO | 060610, SAN LUIS DE LUCMA | 060611, SANTA CRUZ | 060612, SANTO DOMINGO DE LA CAPILLA | 060613, SANTO TOMAS | 060614, SOCOTA | 060615, TORIBIO CASANOVA",,,,,,"[prov_caj] = '060600'",y,,,,,
dist_caj_7,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060701, BAMBAMARCA | 060702, CHUGUR | 060703, HUALGAYOC",,,,,,"[prov_caj] = '060700'",y,,,,,
dist_caj_8,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060801, JAEN | 060802, BELLAVISTA | 060803, CHONTALI | 060804, COLASAY | 060805, HUABAL | 060806, LAS PIRIAS | 060807, POMAHUACA | 060808, PUCARA | 060809, SALLIQUE | 060810, SAN FELIPE | 060811, SAN JOSE DEL ALTO | 060812, SANTA ROSA",,,,,,"[prov_caj] = '060800'",y,,,,,
dist_caj_9,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","060901, SAN IGNACIO | 060902, CHIRINOS | 060903, HUARANGO | 060904, LA COIPA | 060905, NAMBALLE | 060906, SAN JOSE DE LOURDES | 060907, TABACONAS",,,,,,"[prov_caj] = '060900'",y,,,,,
dist_caj_10,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","061001, PEDRO GALVEZ | 061002, CHANCAY | 061003, EDUARDO VILLANUEVA | 061004, GREGORIO PITA | 061005, ICHOCAN | 061006, JOSE MANUEL QUIROZ | 061007, JOSE SABOGAL",,,,,,"[prov_caj] = '061000'",y,,,,,
dist_caj_11,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","061101, SAN MIGUEL | 061102, BOLIVAR | 061103, CALQUIS | 061104, CATILLUC | 061105, EL PRADO | 061106, LA FLORIDA | 061107, LLAPA | 061108, NANCHOC | 061109, NIEPOS | 061110, SAN GREGORIO | 061111, SAN SILVESTRE DE COCHAN | 061112, TONGOD | 061113, UNION AGUA BLANCA",,,,,,"[prov_caj] = '061100'",y,,,,,
dist_caj_12,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","061201, SAN PABLO | 061202, SAN BERNARDINO | 061203, SAN LUIS | 061204, TUMBADEN",,,,,,"[prov_caj] = '061200'",y,,,,,
dist_caj_13,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","061301, SANTA CRUZ | 061302, ANDABAMBA | 061303, CATACHE | 061304, CHANCAYBAÑOS | 061305, LA ESPERANZA | 061306, NINABAMBA | 061307, PULAN | 061308, SAUCEPAMPA | 061309, SEXI | 061310, UTICYACU | 061311, YAUYUCAN",,,,,,"[prov_caj] = '061300'",y,,,,,
prov_callao,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","070100, CALLAO",,,,,,"[dep] = '070000'",y,,,,,
dist_callao_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","070101, CALLAO | 070102, BELLAVISTA | 070103, CARMEN DE LA LEGUA REYNOSO | 070104, LA PERLA | 070105, LA PUNTA | 070106, VENTANILLA | 070107, MI PERU",,,,,,"[prov_callao] = '070100'",y,,,,,
prov_cus,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","080100, CUSCO | 080200, ACOMAYO | 080300, ANTA | 080400, CALCA | 080500, CANAS | 080600, CANCHIS | 080700, CHUMBIVILCAS | 080800, ESPINAR | 080900, LA CONVENCION | 081000, PARURO | 081100, PAUCARTAMBO | 081200, QUISPICANCHI | 081300, URUBAMBA",,,,,,"[dep] = '080000'",y,,,,,
dist_cus_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","080101, CUSCO | 080102, CCORCA | 080103, POROY | 080104, SAN JERONIMO | 080105, SAN SEBASTIAN | 080106, SANTIAGO | 080107, SAYLLA | 080108, WANCHAQ",,,,,,"[prov_cus] = '080100'",y,,,,,
dist_cus_2,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","080201, ACOMAYO | 080202, ACOPIA | 080203, ACOS | 080204, MOSOC LLACTA | 080205, POMACANCHI | 080206, RONDOCAN | 080207, SANGARARA",,,,,,"[prov_cus] = '080200'",y,,,,,
dist_cus_3,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div> ","080301, ANTA | 080302, ANCAHUASI | 080303, CACHIMAYO | 080304, CHINCHAYPUJIO | 080305, HUAROCONDO | 080306, LIMATAMBO | 080307, MOLLEPATA | 080308, PUCYURA | 080309, ZURITE",,,,,,"[prov_cus] = '080300'",y,,,,,
dist_cus_4,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div> ","080401, CALCA | 080402, COYA | 080403, LAMAY | 080404, LARES | 080405, PISAC | 080406, SAN SALVADOR | 080407, TARAY | 080408, YANATILE",,,,,,"[prov_cus] = '080400'",y,,,,,
dist_cus_5,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div> ","080501, YANAOCA | 080502, CHECCA | 080503, KUNTURKANKI | 080504, LANGUI | 080505, LAYO | 080506, PAMPAMARCA | 080507, QUEHUE | 080508, TUPAC AMARU",,,,,,"[prov_cus] = '080500'",y,,,,,
dist_cus_6,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div> ","080601, SICUANI | 080602, CHECACUPE | 080603, COMBAPATA | 080604, MARANGANI | 080605, PITUMARCA | 080606, SAN PABLO | 080607, SAN PEDRO | 080608, TINTA",,,,,,"[prov_cus] = '080600'",y,,,,,
dist_cus_7,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div> ","080701, SANTO TOMAS | 080702, CAPACMARCA | 080703, CHAMACA | 080704, COLQUEMARCA | 080705, LIVITACA | 080706, LLUSCO | 080707, QUIÑOTA | 080708, VELILLE",,,,,,"[prov_cus] = '080700'",y,,,,,
dist_cus_8,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div> ","080801, ESPINAR | 080802, CONDOROMA | 080803, COPORAQUE | 080804, OCORURO | 080805, PALLPATA | 080806, PICHIGUA | 080807, SUYCKUTAMBO | 080808, ALTO PICHIGUA",,,,,,"[prov_cus] = '080800'",y,,,,,
dist_cus_9,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div> ","080901, SANTA ANA | 080902, ECHARATE | 080903, HUAYOPATA | 080904, MARANURA | 080905, OCOBAMBA | 080906, QUELLOUNO | 080907, KIMBIRI | 080908, SANTA TERESA | 080909, VILCABAMBA | 080910, PICHARI | 080911, INKAWASI | 080912, VILLA VIRGEN | 080913, VILLA KINTIARINA | 080914, MEGANTONI",,,,,,"[prov_cus] = '080900'",y,,,,,
dist_cus_10,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div> ","081001, PARURO | 081002, ACCHA | 081003, CCAPI | 081004, COLCHA | 081005, HUANOQUITE | 081006, OMACHA | 081007, PACCARITAMBO | 081008, PILLPINTO | 081009, YAURISQUE",,,,,,"[prov_cus] = '081000'",y,,,,,
dist_cus_11,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div> ","081101, PAUCARTAMBO | 081102, CAICAY | 081103, CHALLABAMBA | 081104, COLQUEPATA | 081105, HUANCARANI | 081106, KOSÑIPATA",,,,,,"[prov_cus] = '081100'",y,,,,,
dist_cus_12,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div> ","081201, URCOS | 081202, ANDAHUAYLILLAS | 081203, CAMANTI | 081204, CCARHUAYO | 081205, CCATCA | 081206, CUSIPATA | 081207, HUARO | 081208, LUCRE | 081209, MARCAPATA | 081210, OCONGATE | 081211, OROPESA | 081212, QUIQUIJANA",,,,,,"[prov_cus] = '081200'",y,,,,,
dist_cus_13,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","081301, URUBAMBA | 081302, CHINCHERO | 081303, HUAYLLABAMBA | 081304, MACHUPICCHU | 081305, MARAS | 081306, OLLANTAYTAMBO | 081307, YUCAY",,,,,,"[prov_cus] = '081300'",y,,,,,
prov_huanc,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","090100, HUANCAVELICA | 090200, ACOBAMBA | 090300, ANGARAES | 090400, CASTROVIRREYNA | 090500, CHURCAMPA | 090600, HUAYTARA | 090700, TAYACAJA",,,,,,"[dep] = '090000'",y,,,,,
dist_huanc_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090101, HUANCAVELICA | 090102, ACOBAMBILLA | 090103, ACORIA | 090104, CONAYCA | 090105, CUENCA | 090106, HUACHOCOLPA | 090107, HUAYLLAHUARA | 090108, IZCUCHACA | 090109, LARIA | 090110, MANTA | 090111, MARISCAL CACERES | 090112, MOYA | 090113, NUEVO OCCORO | 090114, PALCA | 090115, PILCHACA | 090116, VILCA | 090117, YAULI | 090118, ASCENSION | 090119, HUANDO",,,,,,"[prov_huanc] = '090100'",y,,,,,
dist_huanc_2,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090201, ACOBAMBA | 090202, ANDABAMBA | 090203, ANTA | 090204, CAJA | 090205, MARCAS | 090206, PAUCARA | 090207, POMACOCHA | 090208, ROSARIO",,,,,,"[prov_huanc] = '090200'",y,,,,,
dist_huanc_3,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090301, LIRCAY | 090302, ANCHONGA | 090303, CALLANMARCA | 090304, CCOCHACCASA | 090305, CHINCHO | 090306, CONGALLA | 090307, HUANCA-HUANCA | 090308, HUAYLLAY GRANDE | 090309, JULCAMARCA | 090310, SAN ANTONIO DE ANTAPARCO | 090311, SANTO TOMAS DE PATA | 090312, SECCLLA",,,,,,"[prov_huanc] = '090300'",y,,,,,
dist_huanc_4,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090401, CASTROVIRREYNA | 090402, ARMA | 090403, AURAHUA | 090404, CAPILLAS | 090405, CHUPAMARCA | 090406, COCAS | 090407, HUACHOS | 090408, HUAMATAMBO | 090409, MOLLEPAMPA | 090410, SAN JUAN | 090411, SANTA ANA | 090412, TANTARA | 090413, TICRAPO",,,,,,"[prov_huanc] = '090400'",y,,,,,
dist_huanc_5,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090501, CHURCAMPA | 090502, ANCO | 090503, CHINCHIHUASI | 090504, EL CARMEN | 090505, LA MERCED | 090506, LOCROJA | 090507, PAUCARBAMBA | 090508, SAN MIGUEL DE MAYOCC | 090509, SAN PEDRO DE CORIS | 090510, PACHAMARCA | 090511, COSME",,,,,,"[prov_huanc] = '090500'",y,,,,,
dist_huanc_6,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090601, HUAYTARA | 090602, AYAVI | 090603, CORDOVA | 090604, HUAYACUNDO ARMA | 090605, LARAMARCA | 090606, OCOYO | 090607, PILPICHACA | 090608, QUERCO | 090609, QUITO-ARMA | 090610, SAN ANTONIO DE CUSICANCHA | 090611, SAN FRANCISCO DE SANGAYAICO | 090612, SAN ISIDRO | 090613, SANTIAGO DE CHOCORVOS | 090614, SANTIAGO DE QUIRAHUARA | 090615, SANTO DOMINGO DE CAPILLAS | 090616, TAMBO",,,,,,"[prov_huanc] = '090600'",y,,,,,
dist_huanc_7,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","090701, PAMPAS | 090702, ACOSTAMBO | 090703, ACRAQUIA | 090704, AHUAYCHA | 090705, COLCABAMBA | 090706, DANIEL HERNANDEZ | 090707, HUACHOCOLPA | 090709, HUARIBAMBA | 090710, ÑAHUIMPUQUIO | 090711, PAZOS | 090713, QUISHUAR | 090714, SALCABAMBA | 090715, SALCAHUASI | 090716, SAN MARCOS DE ROCCHAC | 090717, SURCUBAMBA | 090718, TINTAY PUNCU | 090719, QUICHUAS | 090720, ANDAYMARCA | 090721, ROBLE | 090722, PICHOS | 090723, SANTIAGO DE TUCUMA",,,,,,"[prov_huanc] = '090700'",y,,,,,
prov_huanuco,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","100100, HUANUCO | 100200, AMBO | 100300, DOS DE MAYO | 100400, HUACAYBAMBA | 100500, HUAMALIES | 100600, LEONCIO PRADO | 100700, MARAÑON | 100800, PACHITEA | 100900, PUERTO INCA | 101000, LAURICOCHA | 101100, YAROWILCA",,,,,,"[dep] = '100000'",y,,,,,
dist_huanuco_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100101, HUANUCO | 100102, AMARILIS | 100103, CHINCHAO | 100104, CHURUBAMBA | 100105, MARGOS | 100106, QUISQUI | 100107, SAN FRANCISCO DE CAYRAN | 100108, SAN PEDRO DE CHAULAN | 100109, SANTA MARIA DEL VALLE | 100110, YARUMAYO | 100111, PILLCO MARCA | 100112, YACUS | 100113, SAN PABLO DE PILLAO",,,,,,"[prov_huanuco] = '100100'",y,,,,,
dist_huanuco_2,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100201, AMBO | 100202, CAYNA | 100203, COLPAS | 100204, CONCHAMARCA | 100205, HUACAR | 100206, SAN FRANCISCO | 100207, SAN RAFAEL | 100208, TOMAY KICHWA",,,,,,"[prov_huanuco] = '100200'",y,,,,,
dist_huanuco_3,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100301, LA UNION | 100307, CHUQUIS | 100311, MARIAS | 100313, PACHAS | 100316, QUIVILLA | 100317, RIPAN | 100321, SHUNQUI | 100322, SILLAPATA | 100323, YANAS",,,,,,"[prov_huanuco] = '100300'",y,,,,,
dist_huanuco_4,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100401, HUACAYBAMBA | 100402, CANCHABAMBA | 100403, COCHABAMBA | 100404, PINRA",,,,,,"[prov_huanuco] = '100400'",y,,,,,
dist_huanuco_5,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100501, LLATA | 100502, ARANCAY | 100503, CHAVIN DE PARIARCA | 100504, JACAS GRANDE | 100505, JIRCAN | 100506, MIRAFLORES | 100507, MONZON | 100508, PUNCHAO | 100509, PUÑOS | 100510, SINGA | 100511, TANTAMAYO",,,,,,"[prov_huanuco] = '100500'",y,,,,,
dist_huanuco_6,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100601, RUPA-RUPA | 100602, DANIEL ALOMIA ROBLES | 100603, HERMILIO VALDIZAN | 100604, JOSE CRESPO Y CASTILLO | 100605, LUYANDO | 100606, MARIANO DAMASO BERAUN | 100607, PUCAYACU | 100608, CASTILLO GRANDE | 100609, PUEBLO NUEVO | 100610, SANTO DOMINGO DE ANDA",,,,,,"[prov_huanuco] = '100600'",y,,,,,
dist_huanuco_7,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100701, HUACRACHUCO | 100702, CHOLON | 100703, SAN BUENAVENTURA | 100704, LA MORADA | 100705, SANTA ROSA DE ALTO YANAJANCA",,,,,,"[prov_huanuco] = '100700'",y,,,,,
dist_huanuco_8,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100801, PANAO | 100802, CHAGLLA | 100803, MOLINO | 100804, UMARI",,,,,,"[prov_huanuco] = '100800'",y,,,,,
dist_huanuco_9,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","100901, PUERTO INCA | 100902, CODO DEL POZUZO | 100903, HONORIA | 100904, TOURNAVISTA | 100905, YUYAPICHIS",,,,,,"[prov_huanuco] = '100900'",y,,,,,
dist_huanuco_10,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","101001, JESUS | 101002, BAÑOS | 101003, JIVIA | 101004, QUEROPALCA | 101005, RONDOS | 101006, SAN FRANCISCO DE ASIS | 101007, SAN MIGUEL DE CAURI",,,,,,"[prov_huanuco] = '101000'",y,,,,,
dist_huanuco_11,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","101101, CHAVINILLO | 101102, CAHUAC | 101103, CHACABAMBA | 101104, APARICIO POMARES | 101105, JACAS CHICO | 101106, OBAS | 101107, PAMPAMARCA | 101108, CHORAS",,,,,,"[prov_huanuco] = '101100'",y,,,,,
prov_ica,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","110100, ICA | 110200, CHINCHA | 110300, NAZCA | 110400, PALPA | 110500, PISCO",,,,,,"[dep] = '110000'",y,,,,,
dist_ica_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","110101, ICA | 110102, LA TINGUIÑA | 110103, LOS AQUIJES | 110104, OCUCAJE | 110105, PACHACUTEC | 110106, PARCONA | 110107, PUEBLO NUEVO | 110108, SALAS | 110109, SAN JOSE DE LOS MOLINOS | 110110, SAN JUAN BAUTISTA | 110111, SANTIAGO | 110112, SUBTANJALLA | 110113, TATE | 110114, YAUCA DEL ROSARIO",,,,,,"[prov_ica] = '110100'",y,,,,,
dist_ica_2,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","110201, CHINCHA ALTA | 110202, ALTO LARAN | 110203, CHAVIN | 110204, CHINCHA BAJA | 110205, EL CARMEN | 110206, GROCIO PRADO | 110207, PUEBLO NUEVO | 110208, SAN JUAN DE YANAC | 110209, SAN PEDRO DE HUACARPANA | 110210, SUNAMPE | 110211, TAMBO DE MORA",,,,,,"[prov_ica] = '110200'",y,,,,,
dist_ica_3,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","110301, NAZCA | 110302, CHANGUILLO | 110303, EL INGENIO | 110304, MARCONA | 110305, VISTA ALEGRE",,,,,,"[prov_ica] = '110300'",y,,,,,
dist_ica_4,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","110401, PALPA | 110402, LLIPATA | 110403, RIO GRANDE | 110404, SANTA CRUZ | 110405, TIBILLO",,,,,,"[prov_ica] = '110400'",y,,,,,
dist_ica_5,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","110501, PISCO | 110502, HUANCANO | 110503, HUMAY | 110504, INDEPENDENCIA | 110505, PARACAS | 110506, SAN ANDRES | 110507, SAN CLEMENTE | 110508, TUPAC AMARU INCA",,,,,,"[prov_ica] = '110500'",y,,,,,
prov_jun,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","120100, HUANCAYO | 120200, CONCEPCION | 120300, CHANCHAMAYO | 120400, JAUJA | 120500, JUNIN | 120600, SATIPO | 120700, TARMA | 120800, YAULI | 120900, CHUPACA",,,,,,"[dep] = '120000'",y,,,,,
dist_jun_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","120101, HUANCAYO | 120104, CARHUACALLANGA | 120105, CHACAPAMPA | 120106, CHICCHE | 120107, CHILCA | 120108, CHONGOS ALTO | 120111, CHUPURO | 120112, COLCA | 120113, CULLHUAS | 120114, EL TAMBO | 120116, HUACRAPUQUIO | 120117, HUALHUAS | 120119, HUANCAN | 120120, HUASICANCHA | 120121, HUAYUCACHI | 120122, INGENIO | 120124, PARIAHUANCA | 120125, PILCOMAYO | 120126, PUCARA | 120127, QUICHUAY | 120128, QUILCAS | 120129, SAN AGUSTIN | 120130, SAN JERONIMO DE TUNAN | 120132, SAÑO | 120133, SAPALLANGA | 120134, SICAYA | 120135, SANTO DOMINGO DE ACOBAMBA | 120136, VIQUES",,,,,,"[prov_jun] = '120100'",y,,,,,
dist_jun_2,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","120201, CONCEPCION | 120202, ACO | 120203, ANDAMARCA | 120204, CHAMBARA | 120205, COCHAS | 120206, COMAS | 120207, HEROINAS TOLEDO | 120208, MANZANARES | 120209, MARISCAL CASTILLA | 120210, MATAHUASI | 120211, MITO | 120212, NUEVE DE JULIO | 120213, ORCOTUNA | 120214, SAN JOSE DE QUERO | 120215, SANTA ROSA DE OCOPA",,,,,,"[prov_jun] = '120200'",y,,,,,
dist_jun_3,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","120301, CHANCHAMAYO | 120302, PERENE | 120303, PICHANAQUI | 120304, SAN LUIS DE SHUARO | 120305, SAN RAMON | 120306, VITOC",,,,,,"[prov_jun] = '120300'",y,,,,,
dist_jun_4,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","120401, JAUJA | 120402, ACOLLA | 120403, APATA | 120404, ATAURA | 120405, CANCHAYLLO | 120406, CURICACA | 120407, EL MANTARO | 120408, HUAMALI | 120409, HUARIPAMPA | 120410, HUERTAS | 120411, JANJAILLO | 120412, JULCAN | 120413, LEONOR ORDOÑEZ | 120414, LLOCLLAPAMPA | 120415, MARCO | 120416, MASMA | 120417, MASMA CHICCHE | 120418, MOLINOS | 120419, MONOBAMBA | 120420, MUQUI | 120421, MUQUIYAUYO | 120422, PACA | 120423, PACCHA | 120424, PANCAN | 120425, PARCO | 120426, POMACANCHA | 120427, RICRAN | 120428, SAN LORENZO | 120429, SAN PEDRO DE CHUNAN | 120430, SAUSA | 120431, SINCOS | 120432, TUNAN MARCA | 120433, YAULI | 120434, YAUYOS",,,,,,"[prov_jun] = '120400'",y,,,,,
dist_jun_5,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","120501, JUNIN | 120502, CARHUAMAYO | 120503, ONDORES | 120504, ULCUMAYO",,,,,,"[prov_jun] = '120500'",y,,,,,
